research_trading_date,year,quarter,vol_band,panel_rank_v4,era,already_paid_pilot,qa_only,temporal_role,acquisition_stage,population_sessions,selected_sessions,model_sessions,panel_inclusion_probability,panel_weight,model_poststrat_weight
2019-05-06,2019,2,0,2,E3_2019_2022,True,True,RETRO_CONFIRM,QA_ONLY_ALREADY_PAID,32,2,1,0.0625,16.0,32.0
2019-06-10,2019,2,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2019-04-16,2019,2,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2019-06-26,2019,2,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,14,2,2,0.14285714285714285,7.0,7.0
2019-06-21,2019,2,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,14,2,2,0.14285714285714285,7.0,7.0
2019-07-22,2019,3,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,1,1,1,1.0,1.0,1.0
2019-08-09,2019,3,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2019-07-04,2019,3,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2019-08-23,2019,3,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,41,2,2,0.04878048780487805,20.5,20.5
2019-08-14,2019,3,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,41,2,2,0.04878048780487805,20.5,20.5
2019-12-18,2019,4,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2019-12-10,2019,4,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2019-11-21,2019,4,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2019-12-24,2019,4,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2019-10-31,2019,4,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2019-12-12,2019,4,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2020-02-10,2020,1,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,29,2,2,0.06896551724137931,14.5,14.5
2020-01-29,2020,1,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,29,2,2,0.06896551724137931,14.5,14.5
2020-02-27,2020,1,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,12,2,2,0.16666666666666666,6.0,6.0
2020-01-21,2020,1,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,12,2,2,0.16666666666666666,6.0,6.0
2020-02-25,2020,1,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2020-03-17,2020,1,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2020-06-12,2020,2,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,20,2,2,0.1,10.0,10.0
2020-06-24,2020,2,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,20,2,2,0.1,10.0,10.0
2020-06-08,2020,2,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2020-06-19,2020,2,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2020-04-14,2020,2,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2020-06-03,2020,2,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2020-07-17,2020,3,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,14,2,2,0.14285714285714285,7.0,7.0
2020-07-09,2020,3,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,14,2,2,0.14285714285714285,7.0,7.0
2020-09-29,2020,3,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2020-09-14,2020,3,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2020-09-23,2020,3,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,27,2,2,0.07407407407407407,13.5,13.5
2020-08-18,2020,3,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,27,2,2,0.07407407407407407,13.5,13.5
2020-12-03,2020,4,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2020-11-12,2020,4,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2020-10-29,2020,4,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2020-12-23,2020,4,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,24,2,2,0.08333333333333333,12.0,12.0
2020-11-23,2020,4,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2020-10-06,2020,4,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2021-02-15,2021,1,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,10,2,2,0.2,5.0,5.0
2021-01-26,2021,1,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,10,2,2,0.2,5.0,5.0
2021-01-05,2021,1,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,1,0.1111111111111111,9.0,18.0
2021-01-07,2021,1,1,2,E3_2019_2022,True,True,RETRO_CONFIRM,QA_ONLY_ALREADY_PAID,18,2,1,0.1111111111111111,9.0,18.0
2021-01-29,2021,1,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,35,2,2,0.05714285714285714,17.5,17.5
2021-02-19,2021,1,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,35,2,2,0.05714285714285714,17.5,17.5
2021-05-31,2021,2,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2021-05-10,2021,2,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2021-06-07,2021,2,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2021-06-08,2021,2,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2021-06-11,2021,2,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2021-05-07,2021,2,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2021-08-24,2021,3,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,28,2,2,0.07142857142857142,14.0,14.0
2021-09-09,2021,3,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,28,2,2,0.07142857142857142,14.0,14.0
2021-08-26,2021,3,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2021-07-21,2021,3,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2021-09-28,2021,3,2,1,E3_2019_2022,True,True,RETRO_CONFIRM,QA_ONLY_ALREADY_PAID,13,2,1,0.15384615384615385,6.5,13.0
2021-09-16,2021,3,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,13,2,1,0.15384615384615385,6.5,13.0
2021-11-18,2021,4,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,27,2,2,0.07407407407407407,13.5,13.5
2021-11-02,2021,4,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,27,2,2,0.07407407407407407,13.5,13.5
2021-11-11,2021,4,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2021-12-30,2021,4,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2021-11-04,2021,4,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,16,2,2,0.125,8.0,8.0
2021-11-30,2021,4,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,16,2,2,0.125,8.0,8.0
2022-02-09,2022,1,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2022-01-28,2022,1,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,21,2,2,0.09523809523809523,10.5,10.5
2022-02-03,2022,1,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,15,2,2,0.13333333333333333,7.5,7.5
2022-03-25,2022,1,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,15,2,2,0.13333333333333333,7.5,7.5
2022-03-04,2022,1,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,28,2,2,0.07142857142857142,14.0,14.0
2022-02-28,2022,1,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,28,2,2,0.07142857142857142,14.0,14.0
2022-05-18,2022,2,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2022-04-13,2022,2,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,18,2,2,0.1111111111111111,9.0,9.0
2022-04-27,2022,2,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,26,2,2,0.07692307692307693,13.0,13.0
2022-05-17,2022,2,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,26,2,2,0.07692307692307693,13.0,13.0
2022-05-10,2022,2,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,20,2,2,0.1,10.0,10.0
2022-04-25,2022,2,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,20,2,2,0.1,10.0,10.0
2022-08-09,2022,3,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2022-07-08,2022,3,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,25,2,2,0.08,12.5,12.5
2022-09-08,2022,3,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2022-08-10,2022,3,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2022-08-04,2022,3,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2022-07-01,2022,3,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2022-10-12,2022,4,0,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2022-10-31,2022,4,0,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,22,2,2,0.09090909090909091,11.0,11.0
2022-10-17,2022,4,1,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2022-11-23,2022,4,1,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,23,2,2,0.08695652173913043,11.5,11.5
2022-10-04,2022,4,2,1,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2022-12-15,2022,4,2,2,E3_2019_2022,False,False,RETRO_CONFIRM,CONFIRM,19,2,2,0.10526315789473684,9.5,9.5
2023-03-02,2023,1,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,16,2,2,0.125,8.0,8.0
2023-03-06,2023,1,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,16,2,2,0.125,8.0,8.0
2023-03-09,2023,1,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,17,2,2,0.11764705882352941,8.5,8.5
2023-02-10,2023,1,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,17,2,2,0.11764705882352941,8.5,8.5
2023-03-22,2023,1,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,31,2,2,0.06451612903225806,15.5,15.5
2023-01-19,2023,1,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,31,2,2,0.06451612903225806,15.5,15.5
2023-05-15,2023,2,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,12,2,2,0.16666666666666666,6.0,6.0
2023-06-16,2023,2,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,12,2,2,0.16666666666666666,6.0,6.0
2023-06-05,2023,2,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,20,2,2,0.1,10.0,10.0
2023-06-21,2023,2,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,20,2,2,0.1,10.0,10.0
2023-04-14,2023,2,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,32,2,2,0.0625,16.0,16.0
2023-04-27,2023,2,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,32,2,2,0.0625,16.0,16.0
2023-07-26,2023,3,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,40,2,2,0.05,20.0,20.0
2023-08-07,2023,3,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,40,2,2,0.05,20.0,20.0
2023-09-20,2023,3,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,20,2,2,0.1,10.0,10.0
2023-08-10,2023,3,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,20,2,2,0.1,10.0,10.0
2023-09-27,2023,3,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,5,2,2,0.4,2.5,2.5
2023-07-18,2023,3,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,5,2,2,0.4,2.5,2.5
2023-11-13,2023,4,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2023-11-17,2023,4,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2023-11-20,2023,4,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,28,2,2,0.07142857142857142,14.0,14.0
2023-11-01,2023,4,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,28,2,2,0.07142857142857142,14.0,14.0
2023-12-01,2023,4,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2023-10-24,2023,4,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2024-01-26,2024,1,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,39,2,2,0.05128205128205128,19.5,19.5
2024-03-14,2024,1,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,39,2,2,0.05128205128205128,19.5,19.5
2024-03-06,2024,1,1,1,E4_2023_2025,True,True,LOCKED_COMEX_TEST,QA_ONLY_ALREADY_PAID,16,2,1,0.125,8.0,16.0
2024-01-24,2024,1,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,16,2,1,0.125,8.0,16.0
2024-03-04,2024,1,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,8,2,2,0.25,4.0,4.0
2024-02-13,2024,1,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,8,2,2,0.25,4.0,4.0
2024-05-07,2024,2,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,12,2,2,0.16666666666666666,6.0,6.0
2024-06-06,2024,2,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,12,2,2,0.16666666666666666,6.0,6.0
2024-06-14,2024,2,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,24,2,2,0.08333333333333333,12.0,12.0
2024-04-18,2024,2,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,24,2,2,0.08333333333333333,12.0,12.0
2024-04-05,2024,2,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,29,2,2,0.06896551724137931,14.5,14.5
2024-05-15,2024,2,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,29,2,2,0.06896551724137931,14.5,14.5
2024-08-27,2024,3,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2024-08-19,2024,3,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,18,2,2,0.1111111111111111,9.0,9.0
2024-07-18,2024,3,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,22,2,2,0.09090909090909091,11.0,11.0
2024-07-26,2024,3,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,22,2,2,0.09090909090909091,11.0,11.0
2024-09-12,2024,3,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,26,2,2,0.07692307692307693,13.0,13.0
2024-08-08,2024,3,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,26,2,2,0.07692307692307693,13.0,13.0
2024-10-09,2024,4,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,17,2,2,0.11764705882352941,8.5,8.5
2024-10-28,2024,4,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,17,2,2,0.11764705882352941,8.5,8.5
2024-11-05,2024,4,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,24,2,2,0.08333333333333333,12.0,12.0
2024-12-02,2024,4,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,24,2,2,0.08333333333333333,12.0,12.0
2024-11-06,2024,4,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,24,2,1,0.08333333333333333,12.0,24.0
2024-12-18,2024,4,2,2,E4_2023_2025,True,True,LOCKED_COMEX_TEST,QA_ONLY_ALREADY_PAID,24,2,1,0.08333333333333333,12.0,24.0
2025-03-05,2025,1,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,46,2,2,0.043478260869565216,23.0,23.0
2025-03-17,2025,1,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,46,2,2,0.043478260869565216,23.0,23.0
2025-03-13,2025,1,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,16,2,2,0.125,8.0,8.0
2025-01-21,2025,1,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,16,2,2,0.125,8.0,8.0
2025-02-25,2025,1,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,1,1,1,1.0,1.0,1.0
2025-05-21,2025,2,0,1,E4_2023_2025,True,True,LOCKED_COMEX_TEST,QA_ONLY_ALREADY_PAID,11,2,1,0.18181818181818182,5.5,11.0
2025-06-17,2025,2,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,11,2,1,0.18181818181818182,5.5,11.0
2025-05-27,2025,2,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,19,2,2,0.10526315789473684,9.5,9.5
2025-04-29,2025,2,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,19,2,2,0.10526315789473684,9.5,9.5
2025-05-15,2025,2,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,34,2,2,0.058823529411764705,17.0,17.0
2025-04-17,2025,2,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,34,2,2,0.058823529411764705,17.0,17.0
2025-08-25,2025,3,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,28,2,2,0.07142857142857142,14.0,14.0
2025-07-09,2025,3,0,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,28,2,2,0.07142857142857142,14.0,14.0
2025-08-11,2025,3,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,32,2,2,0.0625,16.0,16.0
2025-09-15,2025,3,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,32,2,2,0.0625,16.0,16.0
2025-08-01,2025,3,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,6,2,2,0.3333333333333333,3.0,3.0
2025-09-30,2025,3,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,6,2,2,0.3333333333333333,3.0,3.0
2025-11-27,2025,4,0,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,1,1,1,1.0,1.0,1.0
2025-11-25,2025,4,1,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,19,2,2,0.10526315789473684,9.5,9.5
2025-12-04,2025,4,1,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,19,2,2,0.10526315789473684,9.5,9.5
2025-10-02,2025,4,2,1,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,45,2,2,0.044444444444444446,22.5,22.5
2025-12-26,2025,4,2,2,E4_2023_2025,False,False,LOCKED_COMEX_TEST,LOCKED_TEST,45,2,2,0.044444444444444446,22.5,22.5
