research_trading_date,year,quarter,vol_band,panel_rank_v4,era,schema,cost_usd
2019-06-10,2019,2,1,1,E3_2019_2022,tbbo,0.168359577656
2019-04-16,2019,2,1,2,E3_2019_2022,trades,0.133678793907
2019-04-16,2019,2,1,2,E3_2019_2022,tbbo,0.222797989845
2019-06-26,2019,2,2,1,E3_2019_2022,trades,0.231944561005
2019-06-26,2019,2,2,1,E3_2019_2022,tbbo,0.386574268341
2019-06-21,2019,2,2,2,E3_2019_2022,trades,0.261270582676
2019-06-21,2019,2,2,2,E3_2019_2022,tbbo,0.435450971127
2019-07-22,2019,3,0,1,E3_2019_2022,trades,0.129901170731
2019-07-22,2019,3,0,1,E3_2019_2022,tbbo,0.216501951218
2019-08-09,2019,3,1,1,E3_2019_2022,trades,0.190676093102
2019-08-09,2019,3,1,1,E3_2019_2022,tbbo,0.317793488503
2019-07-04,2019,3,1,2,E3_2019_2022,trades,0.071747303009
2019-07-04,2019,3,1,2,E3_2019_2022,tbbo,0.119578838348
2019-08-23,2019,3,2,1,E3_2019_2022,trades,0.238449633121
2019-08-23,2019,3,2,1,E3_2019_2022,tbbo,0.397416055202
2019-08-14,2019,3,2,2,E3_2019_2022,trades,0.283788621426
2019-08-14,2019,3,2,2,E3_2019_2022,tbbo,0.472981035709
2019-12-18,2019,4,0,1,E3_2019_2022,trades,0.101604044437
2019-12-18,2019,4,0,1,E3_2019_2022,tbbo,0.169340074062
2019-12-10,2019,4,0,2,E3_2019_2022,trades,0.11752063036
2019-12-10,2019,4,0,2,E3_2019_2022,tbbo,0.195867717266
2019-11-21,2019,4,1,1,E3_2019_2022,trades,0.179542243481
2019-11-21,2019,4,1,1,E3_2019_2022,tbbo,0.299237072468
2019-12-24,2019,4,1,2,E3_2019_2022,trades,0.089686632156
2019-12-24,2019,4,1,2,E3_2019_2022,tbbo,0.149477720261
2019-10-31,2019,4,2,1,E3_2019_2022,trades,0.188745975494
2019-10-31,2019,4,2,1,E3_2019_2022,tbbo,0.314576625824
2019-12-12,2019,4,2,2,E3_2019_2022,trades,0.212271630764
2019-12-12,2019,4,2,2,E3_2019_2022,tbbo,0.353786051273
2020-02-10,2020,1,0,1,E3_2019_2022,trades,0.10222363472
2020-02-10,2020,1,0,1,E3_2019_2022,tbbo,0.170372724533
2020-01-29,2020,1,0,2,E3_2019_2022,trades,0.088995695114
2020-01-29,2020,1,0,2,E3_2019_2022,tbbo,0.148326158524
2020-02-27,2020,1,1,1,E3_2019_2022,trades,0.276608884335
2020-02-27,2020,1,1,1,E3_2019_2022,tbbo,0.461014807224
2020-01-21,2020,1,1,2,E3_2019_2022,trades,0.179271876812
2020-01-21,2020,1,1,2,E3_2019_2022,tbbo,0.298786461353
2020-02-25,2020,1,2,1,E3_2019_2022,trades,0.38981115818
2020-02-25,2020,1,2,1,E3_2019_2022,tbbo,0.649685263634
2020-03-17,2020,1,2,2,E3_2019_2022,trades,0.301032006741
2020-03-17,2020,1,2,2,E3_2019_2022,tbbo,0.501720011234
2020-06-12,2020,2,0,1,E3_2019_2022,trades,0.109293222427
2020-06-12,2020,2,0,1,E3_2019_2022,tbbo,0.182155370712
2020-06-24,2020,2,0,2,E3_2019_2022,trades,0.159520089626
2020-06-24,2020,2,0,2,E3_2019_2022,tbbo,0.265866816044
2020-06-08,2020,2,1,1,E3_2019_2022,trades,0.108737468719
2020-06-08,2020,2,1,1,E3_2019_2022,tbbo,0.181229114532
2020-06-19,2020,2,1,2,E3_2019_2022,trades,0.113903224468
2020-06-19,2020,2,1,2,E3_2019_2022,tbbo,0.189838707447
2020-04-14,2020,2,2,1,E3_2019_2022,trades,0.175490498543
2020-04-14,2020,2,2,1,E3_2019_2022,tbbo,0.292484164238
2020-06-03,2020,2,2,2,E3_2019_2022,trades,0.162039756775
2020-06-03,2020,2,2,2,E3_2019_2022,tbbo,0.270066261292
2020-07-17,2020,3,0,1,E3_2019_2022,trades,0.09640198946
2020-07-17,2020,3,0,1,E3_2019_2022,tbbo,0.160669982433
2020-07-09,2020,3,0,2,E3_2019_2022,trades,0.162798285484
2020-07-09,2020,3,0,2,E3_2019_2022,tbbo,0.271330475807
2020-09-29,2020,3,1,1,E3_2019_2022,trades,0.153573274612
2020-09-29,2020,3,1,1,E3_2019_2022,tbbo,0.255955457687
2020-09-14,2020,3,1,2,E3_2019_2022,trades,0.134640097618
2020-09-14,2020,3,1,2,E3_2019_2022,tbbo,0.224400162697
2020-09-23,2020,3,2,1,E3_2019_2022,trades,0.278740525246
2020-09-23,2020,3,2,1,E3_2019_2022,tbbo,0.464567542076
2020-08-18,2020,3,2,2,E3_2019_2022,trades,0.258193910122
2020-08-18,2020,3,2,2,E3_2019_2022,tbbo,0.430323183537
2020-12-03,2020,4,0,1,E3_2019_2022,trades,0.132671177387
2020-12-03,2020,4,0,1,E3_2019_2022,tbbo,0.221118628979
2020-11-12,2020,4,0,2,E3_2019_2022,trades,0.120281875134
2020-11-12,2020,4,0,2,E3_2019_2022,tbbo,0.200469791889
2020-10-29,2020,4,1,1,E3_2019_2022,trades,0.157909154892
2020-10-29,2020,4,1,1,E3_2019_2022,tbbo,0.26318192482
2020-12-23,2020,4,1,2,E3_2019_2022,trades,0.129133880138
2020-12-23,2020,4,1,2,E3_2019_2022,tbbo,0.215223133564
2020-11-23,2020,4,2,1,E3_2019_2022,trades,0.157827794552
2020-11-23,2020,4,2,1,E3_2019_2022,tbbo,0.263046324253
2020-10-06,2020,4,2,2,E3_2019_2022,trades,0.153118908405
2020-10-06,2020,4,2,2,E3_2019_2022,tbbo,0.255198180676
2021-02-15,2021,1,0,1,E3_2019_2022,trades,0.049422025681
2021-02-15,2021,1,0,1,E3_2019_2022,tbbo,0.082370042801
2021-01-26,2021,1,0,2,E3_2019_2022,trades,0.083647191525
2021-01-26,2021,1,0,2,E3_2019_2022,tbbo,0.139411985874
2021-01-05,2021,1,1,1,E3_2019_2022,trades,0.129851102829
2021-01-05,2021,1,1,1,E3_2019_2022,tbbo,0.216418504715
2021-01-29,2021,1,2,1,E3_2019_2022,trades,0.000613331795
2021-01-29,2021,1,2,1,E3_2019_2022,tbbo,0.001022219658
2021-02-19,2021,1,2,2,E3_2019_2022,trades,0.157842814922
2021-02-19,2021,1,2,2,E3_2019_2022,tbbo,0.263071358204
2021-05-31,2021,2,0,1,E3_2019_2022,trades,0.04854208231
2021-05-31,2021,2,0,1,E3_2019_2022,tbbo,0.080903470516
2021-05-10,2021,2,0,2,E3_2019_2022,trades,0.129381716251
2021-05-10,2021,2,0,2,E3_2019_2022,tbbo,0.215636193752
2021-06-07,2021,2,1,1,E3_2019_2022,trades,0.088736593723
2021-06-07,2021,2,1,1,E3_2019_2022,tbbo,0.147894322872
2021-06-08,2021,2,1,2,E3_2019_2022,trades,0.106017529964
2021-06-08,2021,2,1,2,E3_2019_2022,tbbo,0.176695883274
2021-06-11,2021,2,2,1,E3_2019_2022,trades,0.126867055893
2021-06-11,2021,2,2,1,E3_2019_2022,tbbo,0.211445093155
2021-05-07,2021,2,2,2,E3_2019_2022,trades,0.195203483105
2021-05-07,2021,2,2,2,E3_2019_2022,tbbo,0.325339138508
2021-08-24,2021,3,0,1,E3_2019_2022,trades,0.07168596983
2021-08-24,2021,3,0,1,E3_2019_2022,tbbo,0.119476616383
2021-09-09,2021,3,0,2,E3_2019_2022,trades,0.089105844498
2021-09-09,2021,3,0,2,E3_2019_2022,tbbo,0.148509740829
2021-08-26,2021,3,1,1,E3_2019_2022,trades,0.085254371166
2021-08-26,2021,3,1,1,E3_2019_2022,tbbo,0.14209061861
2021-07-21,2021,3,1,2,E3_2019_2022,trades,0.105466783047
2021-07-21,2021,3,1,2,E3_2019_2022,tbbo,0.175777971745
2021-09-16,2021,3,2,2,E3_2019_2022,trades,0.138622999191
2021-09-16,2021,3,2,2,E3_2019_2022,tbbo,0.231038331985
2021-11-18,2021,4,0,1,E3_2019_2022,trades,0.091695606709
2021-11-18,2021,4,0,1,E3_2019_2022,tbbo,0.152826011181
2021-11-02,2021,4,0,2,E3_2019_2022,trades,0.080649375916
2021-11-02,2021,4,0,2,E3_2019_2022,tbbo,0.134415626526
2021-11-11,2021,4,1,1,E3_2019_2022,trades,0.089367449284
2021-11-11,2021,4,1,1,E3_2019_2022,tbbo,0.148945748806
2021-12-30,2021,4,1,2,E3_2019_2022,trades,0.065282285213
2021-12-30,2021,4,1,2,E3_2019_2022,tbbo,0.108803808689
2021-11-04,2021,4,2,1,E3_2019_2022,trades,0.116917312145
2021-11-04,2021,4,2,1,E3_2019_2022,tbbo,0.194862186909
2021-11-30,2021,4,2,2,E3_2019_2022,trades,0.001121520996
2021-11-30,2021,4,2,2,E3_2019_2022,tbbo,0.00186920166
2022-02-09,2022,1,0,1,E3_2019_2022,trades,0.072274267673
2022-02-09,2022,1,0,1,E3_2019_2022,tbbo,0.120457112789
2022-01-28,2022,1,0,2,E3_2019_2022,trades,0.008072197437
2022-01-28,2022,1,0,2,E3_2019_2022,tbbo,0.013453662395
2022-02-03,2022,1,1,1,E3_2019_2022,trades,0.096395730972
2022-02-03,2022,1,1,1,E3_2019_2022,tbbo,0.16065955162
2022-03-25,2022,1,1,2,E3_2019_2022,trades,0.079952180386
2022-03-25,2022,1,1,2,E3_2019_2022,tbbo,0.133253633976
2022-03-04,2022,1,2,1,E3_2019_2022,trades,0.146971821785
2022-03-04,2022,1,2,1,E3_2019_2022,tbbo,0.244953036308
2022-02-28,2022,1,2,2,E3_2019_2022,trades,0.148731708527
2022-02-28,2022,1,2,2,E3_2019_2022,tbbo,0.247886180878
2022-05-18,2022,2,0,1,E3_2019_2022,trades,0.073836386204
2022-05-18,2022,2,0,1,E3_2019_2022,tbbo,0.123060643673
2022-04-13,2022,2,0,2,E3_2019_2022,trades,0.082340419292
2022-04-13,2022,2,0,2,E3_2019_2022,tbbo,0.137234032154
2022-04-27,2022,2,1,1,E3_2019_2022,trades,0.105989992619
2022-04-27,2022,2,1,1,E3_2019_2022,tbbo,0.176649987698
2022-05-17,2022,2,1,2,E3_2019_2022,trades,0.080363988876
2022-05-17,2022,2,1,2,E3_2019_2022,tbbo,0.133939981461
2022-05-10,2022,2,2,1,E3_2019_2022,trades,0.110919177532
2022-05-10,2022,2,2,1,E3_2019_2022,tbbo,0.184865295887
2022-04-25,2022,2,2,2,E3_2019_2022,trades,0.136369943619
2022-04-25,2022,2,2,2,E3_2019_2022,tbbo,0.227283239365
2022-08-09,2022,3,0,1,E3_2019_2022,trades,0.071272909641
2022-08-09,2022,3,0,1,E3_2019_2022,tbbo,0.118788182735
2022-07-08,2022,3,0,2,E3_2019_2022,trades,0.088945627213
2022-07-08,2022,3,0,2,E3_2019_2022,tbbo,0.148242712021
2022-09-08,2022,3,1,1,E3_2019_2022,trades,0.114516556263
2022-09-08,2022,3,1,1,E3_2019_2022,tbbo,0.190860927105
2022-08-10,2022,3,1,2,E3_2019_2022,trades,0.092760801315
2022-08-10,2022,3,1,2,E3_2019_2022,tbbo,0.154601335526
2022-08-04,2022,3,2,1,E3_2019_2022,trades,0.09004086256
2022-08-04,2022,3,2,1,E3_2019_2022,tbbo,0.150068104267
2022-07-01,2022,3,2,2,E3_2019_2022,trades,0.122479856014
2022-07-01,2022,3,2,2,E3_2019_2022,tbbo,0.204133093357
2022-10-12,2022,4,0,1,E3_2019_2022,trades,0.084971487522
2022-10-12,2022,4,0,1,E3_2019_2022,tbbo,0.14161914587
2022-10-31,2022,4,0,2,E3_2019_2022,trades,0.07255089283
2022-10-31,2022,4,0,2,E3_2019_2022,tbbo,0.120918154716
2022-10-17,2022,4,1,1,E3_2019_2022,trades,0.09522163868
2022-10-17,2022,4,1,1,E3_2019_2022,tbbo,0.158702731133
2022-11-23,2022,4,1,2,E3_2019_2022,trades,0.081650733948
2022-11-23,2022,4,1,2,E3_2019_2022,tbbo,0.13608455658
2022-10-04,2022,4,2,1,E3_2019_2022,trades,0.120699942112
2022-10-04,2022,4,2,1,E3_2019_2022,tbbo,0.201166570187
2022-12-15,2022,4,2,2,E3_2019_2022,trades,0.111595094204
2022-12-15,2022,4,2,2,E3_2019_2022,tbbo,0.185991823673
2023-03-02,2023,1,0,1,E4_2023_2025,trades,0.079540371895
2023-03-02,2023,1,0,1,E4_2023_2025,tbbo,0.132567286491
2023-03-06,2023,1,0,2,E4_2023_2025,trades,0.073509693146
2023-03-06,2023,1,0,2,E4_2023_2025,tbbo,0.122516155243
2023-03-09,2023,1,1,1,E4_2023_2025,trades,0.092705726624
2023-03-09,2023,1,1,1,E4_2023_2025,tbbo,0.154509544373
2023-02-10,2023,1,1,2,E4_2023_2025,trades,0.095574617386
2023-02-10,2023,1,1,2,E4_2023_2025,tbbo,0.159291028976
2023-03-22,2023,1,2,1,E4_2023_2025,trades,0.141491889954
2023-03-22,2023,1,2,1,E4_2023_2025,tbbo,0.235819816589
2023-01-19,2023,1,2,2,E4_2023_2025,trades,0.103789508343
2023-01-19,2023,1,2,2,E4_2023_2025,tbbo,0.172982513905
2023-05-15,2023,2,0,1,E4_2023_2025,trades,0.081063687801
2023-05-15,2023,2,0,1,E4_2023_2025,tbbo,0.135106146336
2023-06-16,2023,2,0,2,E4_2023_2025,trades,0.09896671772
2023-06-16,2023,2,0,2,E4_2023_2025,tbbo,0.164944529533
2023-06-05,2023,2,1,1,E4_2023_2025,trades,0.103721916676
2023-06-05,2023,2,1,1,E4_2023_2025,tbbo,0.172869861126
2023-06-21,2023,2,1,2,E4_2023_2025,trades,0.109019100666
2023-06-21,2023,2,1,2,E4_2023_2025,tbbo,0.18169850111
2023-04-14,2023,2,2,1,E4_2023_2025,trades,0.157130599022
2023-04-14,2023,2,2,1,E4_2023_2025,tbbo,0.261884331703
2023-04-27,2023,2,2,2,E4_2023_2025,trades,0.127818346024
2023-04-27,2023,2,2,2,E4_2023_2025,tbbo,0.213030576706
2023-07-26,2023,3,0,1,E4_2023_2025,trades,0.089268565178
2023-07-26,2023,3,0,1,E4_2023_2025,tbbo,0.148780941963
2023-08-07,2023,3,0,2,E4_2023_2025,trades,0.060789942741
2023-08-07,2023,3,0,2,E4_2023_2025,tbbo,0.101316571236
2023-09-20,2023,3,1,1,E4_2023_2025,trades,0.106888711452
2023-09-20,2023,3,1,1,E4_2023_2025,tbbo,0.178147852421
2023-08-10,2023,3,1,2,E4_2023_2025,trades,0.095492005348
2023-08-10,2023,3,1,2,E4_2023_2025,tbbo,0.159153342247
2023-09-27,2023,3,2,1,E4_2023_2025,trades,0.105573177338
2023-09-27,2023,3,2,1,E4_2023_2025,tbbo,0.175955295563
2023-07-18,2023,3,2,2,E4_2023_2025,trades,0.127685666084
2023-07-18,2023,3,2,2,E4_2023_2025,tbbo,0.212809443474
2023-11-13,2023,4,0,1,E4_2023_2025,trades,0.080107390881
2023-11-13,2023,4,0,1,E4_2023_2025,tbbo,0.133512318134
2023-11-17,2023,4,0,2,E4_2023_2025,trades,0.07450979948
2023-11-17,2023,4,0,2,E4_2023_2025,tbbo,0.124182999134
2023-11-20,2023,4,1,1,E4_2023_2025,trades,0.092570543289
2023-11-20,2023,4,1,1,E4_2023_2025,tbbo,0.154284238815
2023-11-01,2023,4,1,2,E4_2023_2025,trades,0.114641726017
2023-11-01,2023,4,1,2,E4_2023_2025,tbbo,0.191069543362
2023-12-01,2023,4,2,1,E4_2023_2025,trades,0.133673787117
2023-12-01,2023,4,2,1,E4_2023_2025,tbbo,0.222789645195
2023-10-24,2023,4,2,2,E4_2023_2025,trades,0.107257962227
2023-10-24,2023,4,2,2,E4_2023_2025,tbbo,0.178763270378
2024-01-26,2024,1,0,1,E4_2023_2025,trades,0.052741527557
2024-01-26,2024,1,0,1,E4_2023_2025,tbbo,0.087902545929
2024-03-14,2024,1,0,2,E4_2023_2025,trades,0.10804527998
2024-03-14,2024,1,0,2,E4_2023_2025,tbbo,0.180075466633
2024-01-24,2024,1,1,2,E4_2023_2025,trades,0.110274553299
2024-01-24,2024,1,1,2,E4_2023_2025,tbbo,0.183790922165
2024-03-04,2024,1,2,1,E4_2023_2025,trades,0.149571597576
2024-03-04,2024,1,2,1,E4_2023_2025,tbbo,0.24928599596
2024-02-13,2024,1,2,2,E4_2023_2025,trades,0.114945888519
2024-02-13,2024,1,2,2,E4_2023_2025,tbbo,0.191576480865
2024-05-07,2024,2,0,1,E4_2023_2025,trades,0.087517440319
2024-05-07,2024,2,0,1,E4_2023_2025,tbbo,0.145862400532
2024-06-06,2024,2,0,2,E4_2023_2025,trades,0.108573496342
2024-06-06,2024,2,0,2,E4_2023_2025,tbbo,0.180955827236
2024-06-14,2024,2,1,1,E4_2023_2025,trades,0.106523215771
2024-06-14,2024,2,1,1,E4_2023_2025,tbbo,0.177538692951
2024-04-18,2024,2,1,2,E4_2023_2025,trades,0.141232788563
2024-04-18,2024,2,1,2,E4_2023_2025,tbbo,0.235387980938
2024-04-05,2024,2,2,1,E4_2023_2025,trades,0.176356673241
2024-04-05,2024,2,2,1,E4_2023_2025,tbbo,0.293927788734
2024-05-15,2024,2,2,2,E4_2023_2025,trades,0.152590692043
2024-05-15,2024,2,2,2,E4_2023_2025,tbbo,0.254317820072
2024-08-27,2024,3,0,1,E4_2023_2025,trades,0.101997077465
2024-08-27,2024,3,0,1,E4_2023_2025,tbbo,0.169995129108
2024-08-19,2024,3,0,2,E4_2023_2025,trades,0.102965891361
2024-08-19,2024,3,0,2,E4_2023_2025,tbbo,0.171609818935
2024-07-18,2024,3,1,1,E4_2023_2025,trades,0.108961522579
2024-07-18,2024,3,1,1,E4_2023_2025,tbbo,0.181602537632
2024-07-26,2024,3,1,2,E4_2023_2025,trades,0.080685675144
2024-07-26,2024,3,1,2,E4_2023_2025,tbbo,0.13447612524
2024-09-12,2024,3,2,1,E4_2023_2025,trades,0.141781032085
2024-09-12,2024,3,2,1,E4_2023_2025,tbbo,0.236301720142
2024-08-08,2024,3,2,2,E4_2023_2025,trades,0.118991374969
2024-08-08,2024,3,2,2,E4_2023_2025,tbbo,0.198318958282
2024-10-09,2024,4,0,1,E4_2023_2025,trades,0.097904026508
2024-10-09,2024,4,0,1,E4_2023_2025,tbbo,0.163173377514
2024-10-28,2024,4,0,2,E4_2023_2025,trades,0.106229066849
2024-10-28,2024,4,0,2,E4_2023_2025,tbbo,0.177048444748
2024-11-05,2024,4,1,1,E4_2023_2025,trades,0.090299963951
2024-11-05,2024,4,1,1,E4_2023_2025,tbbo,0.150499939919
2024-12-02,2024,4,1,2,E4_2023_2025,trades,0.113851904869
2024-12-02,2024,4,1,2,E4_2023_2025,tbbo,0.189753174782
2024-11-06,2024,4,2,1,E4_2023_2025,trades,0.225917637348
2024-11-06,2024,4,2,1,E4_2023_2025,tbbo,0.37652939558
2025-03-05,2025,1,0,1,E4_2023_2025,trades,0.119696080685
2025-03-05,2025,1,0,1,E4_2023_2025,tbbo,0.199493467808
2025-03-17,2025,1,0,2,E4_2023_2025,trades,0.089307367802
2025-03-17,2025,1,0,2,E4_2023_2025,tbbo,0.148845613003
2025-03-13,2025,1,1,1,E4_2023_2025,trades,0.126801967621
2025-03-13,2025,1,1,1,E4_2023_2025,tbbo,0.211336612701
2025-01-21,2025,1,1,2,E4_2023_2025,trades,0.097783863544
2025-01-21,2025,1,1,2,E4_2023_2025,tbbo,0.162973105907
2025-02-25,2025,1,2,1,E4_2023_2025,trades,0.148189723492
2025-02-25,2025,1,2,1,E4_2023_2025,tbbo,0.246982872486
2025-06-17,2025,2,0,2,E4_2023_2025,trades,0.146697700024
2025-06-17,2025,2,0,2,E4_2023_2025,tbbo,0.244496166706
2025-05-27,2025,2,1,1,E4_2023_2025,trades,0.121143043041
2025-05-27,2025,2,1,1,E4_2023_2025,tbbo,0.201905071735
2025-04-29,2025,2,1,2,E4_2023_2025,trades,0.133643746376
2025-04-29,2025,2,1,2,E4_2023_2025,tbbo,0.222739577293
2025-05-15,2025,2,2,1,E4_2023_2025,trades,0.180047929287
2025-05-15,2025,2,2,1,E4_2023_2025,tbbo,0.300079882145
2025-04-17,2025,2,2,2,E4_2023_2025,trades,0.18776589632
2025-04-17,2025,2,2,2,E4_2023_2025,tbbo,0.312943160534
2025-08-25,2025,3,0,1,E4_2023_2025,trades,0.068507909775
2025-08-25,2025,3,0,1,E4_2023_2025,tbbo,0.114179849625
2025-07-09,2025,3,0,2,E4_2023_2025,trades,0.097768843174
2025-07-09,2025,3,0,2,E4_2023_2025,tbbo,0.162948071957
2025-08-11,2025,3,1,1,E4_2023_2025,trades,0.161674261093
2025-08-11,2025,3,1,1,E4_2023_2025,tbbo,0.269457101822
2025-09-15,2025,3,1,2,E4_2023_2025,trades,0.127804577351
2025-09-15,2025,3,1,2,E4_2023_2025,tbbo,0.213007628918
2025-08-01,2025,3,2,1,E4_2023_2025,trades,0.155238032341
2025-08-01,2025,3,2,1,E4_2023_2025,tbbo,0.258730053902
2025-09-30,2025,3,2,2,E4_2023_2025,trades,0.218772947788
2025-09-30,2025,3,2,2,E4_2023_2025,tbbo,0.364621579647
2025-11-27,2025,4,0,1,E4_2023_2025,trades,0.061778783798
2025-11-27,2025,4,0,1,E4_2023_2025,tbbo,0.102964639664
2025-11-25,2025,4,1,1,E4_2023_2025,trades,0.050050377846
2025-11-25,2025,4,1,1,E4_2023_2025,tbbo,0.08341729641
2025-12-04,2025,4,1,2,E4_2023_2025,trades,0.127460360527
2025-12-04,2025,4,1,2,E4_2023_2025,tbbo,0.212433934212
2025-10-02,2025,4,2,1,E4_2023_2025,trades,0.198734521866
2025-10-02,2025,4,2,1,E4_2023_2025,tbbo,0.33122420311
2025-12-26,2025,4,2,2,E4_2023_2025,trades,0.145887851715
2025-12-26,2025,4,2,2,E4_2023_2025,tbbo,0.243146419525
